"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"accidents";"frequency";"BasisSchoolsAmsterdam";"BicyclePathsAmsterdamCrossings";"BronNetworkCrossings";"ChildDaycareAmsterdam2011";"HighAndUniAmsterdam2011";"OSMAlcoholBarsNightclubs";"OSMbikeBarriers2014";"OSMbusAndTramStops";"OSMcrossings";"OSMhostelsHotels";"OSMmotorwayJunctions";"OSMNetworkAmsterdamCrossings";"PriorityToRight";"SchoolsAmsterdam2011";"SecondarySchoolsAmsterdam2011";"SpecialSchoolsAmsterdam2011";"TrafficLightsAmsterdam"
2433;40000;714,70155951;12698,1572338;26587,14;98,8459359258;96,6580465209;2;0;0;31;0;0;0;0;0;0;0;0;16;0;0;0;0;0
2434;40000;1173,6000393;2691,7344377;36134,67;232,332663438;168,056693908;1;0;0;3;0;0;0;0;0;0;0;0;28;0;0;0;0;0
2435;40000;2313,75194756;1455,13597288;36231,11;308,877548301;189,391456533;7;0;0;9;0;0;0;0;0;0;0;0;12;0;0;0;0;0
2436;40000;5457,33190126;1131,2169902;33411,45;335,980589754;286,588379166;2;0;0;16;0;0;0;0;0;0;0;0;56;0;0;0;0;0
2437;40000;843,063761272;747,897121339;38409,04;320,751444007;111,868851779;1;0;0;12;0;0;0;0;0;0;0;0;35;0;0;0;0;0
2438;40000;3790,25158655;1925,98764422;34283,76;33,7252839592;44,7280252056;2;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
2439;40000;5622,65222958;298,375107388;34078,97;223,639002514;210,577045193;2;0;0;3;0;0;0;0;0;0;0;0;22;0;0;0;0;0
2440;40000;13029,5202085;1298,12284255;25672,36;327,802540758;207,82084146;1;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2441;40000;1617,05428718;2104,73552252;36278,21;862,84662358;208,202566519;3;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2442;40000;3784,61917317;2023,49711301;34191,88;464,527649735;237,865328031;3;0;0;3;0;0;0;0;0;0;0;0;11;0;0;0;0;0
2443;40000;5167,83772987;7446,47554217;27385,69;1069,43903594;409,038637171;3;0;0;12;0;0;0;0;0;0;0;0;29;0;0;0;0;0
2444;40000;8823,83353025;3421,42116463;27754,75;982,143530753;311,759590018;7;0;0;7;0;0;0;0;0;0;0;0;46;0;0;0;0;0
2445;40000;4384,75369655;5916,80389317;29698,44;1419,9235533;886,796883437;1;0;0;3;0;0;0;0;0;0;0;0;55;0;0;0;0;0
2446;40000;752,19571167;508,925150167;38738,88;625,491597043;263,45421998;2;0;0;6;0;0;0;0;0;0;0;0;24;0;0;0;0;0
2447;40000;2449,88470176;7346,12923946;30203,99;495,124444825;289,850432918;6;0;0;3;0;0;0;0;0;0;0;0;17;0;0;0;0;0
2448;40000;1275,9024334;4944,02668253;33780,07;1504,65325964;596,120907983;3;0;0;22;0;0;0;0;0;0;0;0;26;0;0;0;0;0
2449;40000;964,052301426;20400,9943527;18634,95;864,530737632;420,650809833;4;0;0;3;0;0;0;0;0;0;0;0;33;0;0;0;0;0
2450;40000;4220,87622644;2375,67181318;33403,45;305,319912404;340,741215287;4;0;0;3;0;0;0;0;0;0;0;0;21;0;0;0;0;0
2451;40000;5078,00896516;10844,9174347;24077,07;754,804209626;446,98760033;1;0;0;3;0;0;0;0;0;0;0;0;32;0;0;0;0;0
2452;40000;3576,89621953;17492,8629948;18930,24;779,940530486;406,088204365;2;0;0;16;0;0;0;0;0;0;0;0;10;0;0;0;0;0
2453;40000;7295,07638153;16019,2097213;16685,71;753,40174102;602,738006656;46;0;0;3;0;0;0;0;0;0;0;0;12;0;0;0;0;0
2454;40000;4213,84447206;20294,4792244;15491,68;1169,31882866;460,01532574;2;0;0;13;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2455;40000;2260,27697195;25482,1218837;12257,6;1272,65698209;547,551018737;1;0;0;34;0;0;0;0;0;0;0;0;5;0;0;0;0;0
2456;40000;4440,34911779;19104,224662;16455,43;1247,32276277;225,216033386;11;0;0;18;0;0;0;0;0;0;0;0;19;0;0;0;0;0
2457;40000;8155,74494915;19566,0259225;12278,23;1145,29508289;231,143811585;10;0;0;18;0;0;0;0;0;0;0;0;39;0;0;0;0;0
2458;40000;5781,53093801;17577,4107878;16641,06;1389,09404592;1122,79651009;2;0;0;3;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2459;40000;7822,52773598;19705,8840572;12471,59;1526,18907211;210,000793955;4;0;0;14;0;0;0;0;0;0;0;0;10;0;0;0;0;0
2460;40000;11253,4707783;11356,7036951;17389,83;1295,13889192;298,583185416;12;0;0;21;0;0;0;0;0;0;0;0;24;0;0;0;0;0
2461;40000;27292,9802565;2409,42681251;10297,59;633,304527733;293,923227773;12;0;0;3;0;0;0;0;0;0;0;0;97;0;0;0;0;0
2462;40000;122,765293307;6781,07471555;33096,16;61,8265770259;140,781962389;2;0;0;4;0;0;0;0;0;0;0;0;11;0;0;0;0;0
2463;40000;7462,05157217;10403,4761106;22134,47;628,231759893;321,52984682;22;0;0;8;0;0;0;0;0;0;0;0;10;0;0;0;0;0
2464;40000;887,08621719;7687,92099167;31424,99;549,213451842;538,184852866;2;0;0;10;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2465;40000;10266,6418151;10318,9059405;19414,45;551,228983003;414,641263298;2;0;0;3;0;0;0;0;0;0;0;0;28;0;0;0;0;0
2466;40000;17082,0808491;6816,54536498;16101,37;759,2240373;833,471447223;28;0;0;3;0;0;0;0;0;0;0;0;46;0;0;0;0;0
2467;40000;24982,7859767;5590,03580279;9427,18;404,057512811;202,410119498;6;0;0;3;0;0;0;0;0;0;0;0;18;0;0;0;0;0
2468;40000;10948,6411397;10887,2567227;18164,1;1014,00393077;13,404842035;2;0;0;18;0;0;0;0;0;0;0;0;14;0;0;0;0;0
2469;40000;2079,92647696;18,581391995;37901,49;420,330109279;202,584531548;6;0;0;15;0;0;0;0;0;0;0;0;6;0;0;0;0;0
2470;40000;2247,37080752;334,88608655;37417,74;549,700849186;122,320466183;4;0;0;20;0;0;0;0;0;0;0;0;19;0;0;0;0;0
2471;40000;1513,81070166;1872,33828692;36613,85;207,029464877;198,925362856;2;0;0;37;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2472;40000;4845,07093362;1169,56342188;33985,37;286,029980602;302,545197223;17;0;0;4;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2473;40000;973,530822978;1973,45315217;37053,02;330,435596133;78,0755797905;63;0;0;11;0;0;0;0;0;0;0;0;33;0;0;0;0;0
2474;40000;2405,49670199;1873,76389726;35720,74;95,735592575;106,730757187;21;0;0;12;0;0;0;0;0;0;0;0;41;0;0;0;0;0
2475;40000;12181,6477901;235,377028481;27582,98;367,323141903;285,296887041;5;0;0;15;0;0;0;0;0;0;0;0;44;0;0;0;0;0
2476;40000;7505,23882576;1514,6049617;30980,16;490,436596595;422,637060784;43;0;0;10;0;0;0;0;0;0;0;0;16;0;0;0;0;0
2477;40000;2396,3311275;5455,24848609;32148,42;570,48174548;371,183341717;1;0;0;10;0;0;0;0;0;0;0;0;22;0;0;0;0;0
2478;40000;1481,99320062;8212,73825735;30305,27;878,269904513;49,3134789086;2;0;0;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2479;40000;200,923184878;9346,23710181;30452,84;1478,06192052;535,907471519;2;0;0;4;0;0;0;0;0;0;0;0;18;0;0;0;0;0
2480;40000;1352,36463695;5068,67744564;33578,96;997,028891913;395,459193272;15;0;0;3;0;0;0;0;0;0;0;0;61;0;0;0;0;0
2481;40000;4238,0484526;5497,59859222;30264,35;935,26629076;557,739789198;5;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2482;40000;6114,93103871;11758,9540852;22126,11;667,739992646;206,387155477;32;0;0;3;0;0;0;0;0;0;0;0;9;0;0;0;0;0
2483;40000;4817,98525915;5970,27319313;29211,74;1190,44124341;357,410776592;5;0;0;6;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2484;40000;6345,65938124;5707,6807761;27946,66;702,753386078;409,57830881;19;0;0;9;0;0;0;0;0;0;0;0;19;0;0;0;0;0
2485;40000;6973,97346458;9761,52155692;23264,5;893,689366399;544,732974031;30;0;0;32;0;0;0;0;0;0;0;0;33;0;0;0;0;0
2486;40000;341,544962402;10655,3479836;29003,11;823,355333072;301,334734315;10;0;0;48;0;0;0;0;0;0;0;0;9;0;0;0;0;0
2487;40000;3034,02834577;10154,6075494;26811,36;889,952911399;877,091361091;21;0;0;3;0;0;0;0;0;0;0;0;24;0;0;0;0;0
2488;40000;4253,31735294;14056,219725;21690,46;501,309529501;420,5582491;2;0;0;34;0;0;0;0;0;0;0;0;31;0;0;0;0;0
2489;40000;8178,4080359;5846,59423918;25975;839,595511665;514,268597766;4;0;0;3;0;0;0;0;0;0;0;0;22;0;0;0;0;0
2490;40000;4129,83351713;20518,6056026;15351,56;703,447994825;397,587085689;13;0;0;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2491;40000;997,0395594;21787,5747435;17215,39;917,676493515;609,773463551;2;0;0;3;0;0;0;0;0;0;0;0;12;0;0;0;0;0
2492;40000;9311,98801337;14852,954976;15835,06;1421,29262843;404,15315289;5;0;0;10;0;0;0;0;0;0;0;0;37;0;0;0;0;0
2493;40000;2690,37661048;27221,8393475;10087,78;1252,24983338;48,6542524569;17;0;0;25;0;0;0;0;0;0;0;0;95;0;0;0;0;0
2494;40000;7957,04664322;19814,9955391;12227,96;1448,18854338;334,477266868;16;0;0;12;0;0;0;0;0;0;0;0;23;0;0;0;0;0
2495;40000;8420,78384346;22831,7236809;8747,49;862,551989863;219,747735228;22;0;0;3;0;0;0;0;0;0;0;0;28;0;0;0;0;0
2496;40000;9000,88969495;22866,8613321;8132,25;836,495458713;209,272556684;34;0;0;6;0;0;0;0;0;0;0;0;13;0;0;0;0;0
2497;40000;4024,39630623;17885,7521996;18089,85;1564,6963568;742,577013504;26;0;0;17;0;0;0;0;0;0;0;0;49;0;0;0;0;0
2498;40000;9854,29349904;17800,9172143;12344,79;1279,2113194;338,572336834;1;0;0;3;0;0;0;0;0;0;0;0;49;0;0;0;0;0
2499;40000;7376,00914589;19582,2595993;13041,73;1441,38189001;489,811264056;4;0;0;12;0;0;0;0;0;0;0;0;26;0;0;0;0;0
2500;40000;14498,8315902;4236,15952317;21265,01;1106,06206477;729,374364578;1;0;0;6;0;0;0;0;0;0;0;0;24;0;0;0;0;0
2501;40000;27430,7381381;2371,62313346;10197,64;580,541238259;167,452287852;1;0;0;3;0;0;0;0;0;0;0;0;15;0;0;0;0;0
2502;40000;15413,2043019;1674,92227164;22911,87;209,226056769;205,962117891;14;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2503;40000;0;19842,1668623;20157,83;825,136710377;657,798130924;8;0;0;14;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2504;40000;0;2527,40279915;37472,6;231,384112491;229,911659765;19;0;0;28;0;0;0;0;0;0;0;0;6;0;0;0;0;0
2505;40000;0;1549,6163243;38450,38;228,181169644;188,881929588;57;0;0;33;0;0;0;0;0;0;0;0;24;0;0;0;0;0
2506;40000;0;670,957231972;39329,04;209,675076088;211,770866395;4;0;0;19;0;0;0;0;0;0;0;0;17;0;0;0;0;0
2507;40000;0;13785,3803622;26214,62;756,365908478;644,810713249;2;0;0;25;0;0;0;0;0;0;0;0;5;0;0;0;0;0
2508;40000;0;7526,53448964;32473,47;948,906434828;810,238027598;1;0;0;13;0;0;0;0;0;0;0;0;44;0;0;0;0;0
2509;40000;0;5864,2990105;34135,7;1242,24398343;200,000010392;1;0;0;12;0;0;0;0;0;0;0;0;96;0;0;0;0;0
2510;40000;0;22487,05195;17512,95;1097,97311271;515,233956667;22;0;0;3;0;0;0;0;0;0;0;0;24;0;0;0;0;0
2511;40000;0;19341,6886396;20658,31;973,293024486;101,970686457;2;0;0;3;0;0;0;0;0;0;0;0;53;0;0;0;0;0
2512;40000;0;26713,9235961;13286,08;741,823691496;604,158648914;24;0;0;5;0;0;0;0;0;0;0;0;44;0;0;0;0;0
2513;40000;0;12130,7356124;27869,26;214,469291033;2,40245083537;12;0;0;3;0;0;0;0;0;0;0;0;37;0;0;0;0;0
2514;40000;0;2751,57599843;37248,42;342,948195577;200,136802841;18;0;0;3;0;0;0;0;0;0;0;0;66;0;0;0;0;0
2515;40000;0;131,580925997;39868,42;400,725176482;155,543219196;18;0;0;3;0;0;0;0;0;0;0;0;27;0;0;0;0;0
2516;40000;0;760,64629099;39239,35;868,364813071;147,98931068;15;0;0;10;0;0;0;0;0;0;0;0;70;0;0;0;0;0
2517;40000;0;18243,6063739;21756,39;1243,57229717;780,094788899;11;0;0;13;0;0;0;0;0;0;0;0;173;0;0;0;0;0
2518;40000;0;21814,7408335;18185,26;1171,98557492;414,720968195;2;0;0;3;0;0;0;0;0;0;0;0;39;0;0;0;0;0
2519;40000;0;28128,2856404;11871,71;686,052539975;432,615656494;1;0;0;3;0;0;0;0;0;0;0;0;14;0;0;0;0;0
2520;40000;0;24051,446038;15948,55;1624,22283253;407,980602694;37;0;0;55;0;0;0;0;0;0;0;0;9;0;0;0;0;0
2521;40000;0;3967,22151966;36032,78;799,922959506;621,04695107;6;0;0;15;0;0;0;0;0;0;0;0;48;0;0;0;0;0
2522;40000;0;14648,2115381;25351,79;511,144254503;205,525025761;1;0;0;3;0;0;0;0;0;0;0;0;50;0;0;0;0;0
2523;40000;0;12773,6590493;27226,34;823,563404088;727,416532656;19;0;0;6;0;0;0;0;0;0;0;0;59;0;0;0;0;0
2524;40000;0;2728,33339811;37271,67;1537,83306129;692,635333715;1;0;0;3;0;0;0;0;0;0;0;0;81;0;0;0;0;0
2525;40000;0;25976,1042879;14023,9;811,739987902;130,382364979;29;0;0;72;0;0;0;0;0;0;0;0;72;0;0;0;0;0
2526;40000;0;21642,3682651;18357,63;1175,93093752;762,071694799;8;0;0;13;0;0;0;0;0;0;0;0;5;0;0;0;0;0
2527;40000;0;21873,7811744;18126,22;826,115760935;633,375440723;1;0;0;3;0;0;0;0;0;0;0;0;9;0;0;0;0;0
2528;40000;0;18994,4339633;21005,57;1558,84807013;558,761935038;6;0;0;42;0;0;0;0;0;0;0;0;18;0;0;0;0;0
2529;40000;0;8056,32804815;31943,67;855,611506522;3,0334254563;55;0;0;3;0;0;0;0;0;0;0;0;12;0;0;0;0;0
2530;40000;0;230,507889835;39769,49;743,645486898;437,686440405;13;0;0;7;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2531;40000;0;8793,60496854;31206,4;1163,52973538;205,817913792;2;0;0;4;0;0;0;0;0;0;0;0;6;0;0;0;0;0
2532;40000;0;9745,01773678;30254,98;1073,45163049;202,95020568;1;0;0;3;0;0;0;0;0;0;0;0;10;0;0;0;0;0
2533;40000;0;9705,45251375;30294,55;1118,52634808;153,427821404;8;0;0;3;0;0;0;0;0;0;0;0;51;0;0;0;0;0
2534;40000;0;8196,63957584;31803,36;1224,64991956;203,903096804;1;0;0;3;0;0;0;0;0;0;0;0;40;0;0;0;0;0
2535;40000;0;7681,62679426;32318,37;1150,53361241;611,085189374;44;0;0;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2536;40000;0;3324,88173725;36675,12;1144,01393934;603,209618931;8;0;0;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2537;40000;0;8654,0576086;31345,94;687,953622394;442,351054982;72;0;0;4;0;0;0;0;0;0;0;0;31;0;0;0;0;0
2538;40000;0;25028,3013406;14971,7;876,52528865;542,353494464;22;0;0;3;0;0;0;0;0;0;0;0;37;0;0;0;0;0
2539;40000;0;24943,9581612;15056,04;779,160837692;606,400430398;3;0;0;9;0;0;0;0;0;0;0;0;15;0;0;0;0;0
2540;40000;0;19313,9879127;20686,01;1249,11138029;530,833418227;1;0;0;33;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2541;40000;0;22857,2853272;17142,71;1549,49851193;362,604396385;1;0;0;3;0;0;0;0;0;0;0;0;16;0;0;0;0;0
2542;40000;0;26154,016343;13845,98;1319,493182;405,305175497;0;0;0;3;0;0;0;0;0;0;0;0;73;0;0;0;0;0
2543;40000;0;2678,42003045;37321,58;608,707671465;312,528713705;0;0;0;12;0;0;0;0;0;0;0;0;96;0;0;0;0;0
2544;40000;0;17,8266910535;39982,17;42,5043371951;43,5781169337;0;0;0;13;0;0;0;0;0;0;0;0;46;0;0;0;0;0
2545;40000;0;19384,7098617;20615,29;142,707095212;139,023934544;0;0;0;13;0;0;0;0;0;0;0;0;96;0;0;0;0;0
2546;40000;0;6344,30912794;33655,69;1142,08842731;245,4312301;0;0;0;2;0;0;0;0;0;0;0;0;69;0;0;0;0;0
2547;40000;0;7153,21504447;32846,78;1231,43815584;460,124440671;0;0;0;4;0;0;0;0;0;0;0;0;56;0;0;0;0;0
2548;40000;0;7890,19259002;32109,81;950,156740336;485,789380029;0;0;0;6;0;0;0;0;0;0;0;0;17;0;0;0;0;0
2549;40000;0;8052,82274222;31947,18;1059,36199416;203,086957845;0;0;0;41;0;0;0;0;0;0;0;0;30;0;0;0;0;0
2550;40000;0;8822,66806166;31177,33;1298,29177273;292,459343557;0;0;0;22;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2551;40000;0;6633,75567345;33366,24;1059,72776592;202,903047883;0;0;0;21;0;0;0;0;0;0;0;0;6;0;0;0;0;0
2552;40000;0;5975,73581297;34024,26;1342,64853201;671,765337929;0;0;0;3;0;0;0;0;0;0;0;0;9;0;0;0;0;0
2553;40000;0;7766,12388015;32233,88;1267,19606155;43,542447402;0;0;0;2;0;0;0;0;0;0;0;0;22;0;0;0;0;0
2554;40000;0;25848,4315604;14151,57;844,762838339;281,5941896;0;0;0;12;0;0;0;0;0;0;0;0;99;0;0;0;0;0
2555;40000;0;26091,6707036;13908,33;1361,10596924;302,343802708;0;0;0;6;0;0;0;0;0;0;0;0;15;0;0;0;0;0
2556;40000;136,294757452;0;39863,71;235,5577793;203,090917361;0;0;0;3;0;0;0;0;0;0;0;0;88;0;0;0;0;0
2557;40000;6936,63386066;0;33063,37;200,037256869;200,040467287;0;0;0;48;0;0;0;0;0;0;0;0;57;0;0;0;0;0
2558;40000;454,759110138;0;39545,24;554,441809102;539,686980284;0;0;0;3;0;0;0;0;0;0;0;0;27;0;0;0;0;0
2559;40000;3485,92904387;0;36514,07;273,119282682;288,36820816;0;0;0;50;0;0;0;0;0;0;0;0;11;0;0;0;0;0
2560;40000;5199,33587734;0;34800,66;714,492128377;706,630793012;0;0;0;3;0;0;0;0;0;0;0;0;38;0;0;0;0;0
2561;40000;10721,4508309;0;29278,55;7,23557962696;71,7836662823;0;0;0;3;0;0;0;0;0;0;0;0;40;0;0;0;0;0
2562;40000;2191,56420043;0;37808,44;641,762199664;109,373042085;0;0;0;3;0;0;0;0;0;0;0;0;21;0;0;0;0;0
2563;40000;10704,9995509;0;29295;200,038450658;200,040467287;0;0;0;4;0;0;0;0;0;0;0;0;26;0;0;0;0;0
2564;40000;9460,3872614;0;30539,61;200,367213975;200,320910335;0;0;0;46;0;0;0;0;0;0;0;0;30;0;0;0;0;0
2565;40000;1037,43449391;0;38962,57;479,653451695;55,4381844438;0;0;0;6;0;0;0;0;0;0;0;0;86;0;0;0;0;0
2566;40000;1682,98517125;0;38317,01;1257,14073552;413,108903797;0;0;0;6;0;0;0;0;0;0;0;0;29;0;0;0;0;0
2567;40000;7089,08978316;0;32910,91;412,613058636;319,651621763;0;0;0;3;0;0;0;0;0;0;0;0;59;0;0;0;0;0
2568;40000;0;0;40000;1106,21851058;121,777260381;0;0;0;3;0;0;0;0;0;0;0;0;33;0;0;0;0;0
2569;40000;0;0;40000;322,170608229;174,250649764;0;0;0;13;0;0;0;0;0;0;0;0;74;0;0;0;0;0
2570;40000;0;0;40000;119,710256283;92,5603013801;0;0;0;39;0;0;0;0;0;0;0;0;31;0;0;0;0;0
2571;40000;0;0;40000;236,296978339;229,431519034;0;0;0;18;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2572;40000;6641,9776522;7866,38386512;25491,64;0;226,117831362;0;0;0;9;0;0;0;0;0;0;0;0;29;0;0;0;0;0
2573;40000;6956,91327422;904,81219315;32138,27;0;226,669868741;0;0;0;11;0;0;0;0;0;0;0;0;10;0;0;0;0;0
2574;40000;1691,61931284;0;38308,38;0;309,413996239;0;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
2575;40000;0;0;40000;0;220,893703238;0;0;0;12;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2576;40000;5338,48499246;3289,8837804;31371,63;265,714262472;0;0;0;0;15;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2577;40000;10864,7135249;8902,29942516;20232,99;572,513873916;0;0;0;0;6;0;0;0;0;0;0;0;0;53;0;0;0;0;0
2578;40000;5061,40201319;17433,4118397;17505,19;662,220107081;0;0;0;0;14;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2579;40000;15147,2826385;9780,9639787;15071,75;539,720336947;0;0;0;0;14;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2580;40000;4387,72068392;7053,36824661;28558,91;463,49521144;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2581;40000;419,961822188;21479,0933074;18100,94;928,296345043;0;0;0;0;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2582;40000;5654,65265271;11984,5862094;22360,76;1074,14441919;0;0;0;0;21;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2583;40000;10040,5407714;19453,9277311;10505,53;1074,41024754;0;0;0;0;27;0;0;0;0;0;0;0;0;18;0;0;0;0;0
2584;40000;8194,99539888;6857,53209523;24947,47;200,44965652;0;0;0;0;18;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2585;40000;8202,22364565;8814,62001632;22983,16;212,628159003;0;0;0;0;12;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2586;40000;4006,78804712;13144,8207851;22848,39;304,635459483;0;0;0;0;19;0;0;0;0;0;0;0;0;24;0;0;0;0;0
2587;40000;0,00182909982;744,51103252;39255,49;201,031216212;0;0;0;0;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2588;40000;9135,5661701;15640,2754235;15224,16;966,773288138;0;0;0;0;10;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2589;40000;11006,8062188;15551,6347364;13441,56;918,498901552;0;0;0;0;13;0;0;0;0;0;0;0;0;16;0;0;0;0;0
2590;40000;9881,39322792;19497,2909682;10621,32;532,302570245;0;0;0;0;12;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2591;40000;7510,94902349;12422,1457722;20066,91;951,229684628;0;0;0;0;28;0;0;0;0;0;0;0;0;20;0;0;0;0;0
2592;40000;11017,0713971;15571,7203462;13411,21;730,145343694;0;0;0;0;7;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2593;40000;6808,90475852;16177,7873507;17013,31;778,825666913;0;0;0;0;16;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2594;40000;0,05632062479;5457,77844721;34542,17;839,974777719;0;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2595;40000;5132,42458948;10712,2180209;24155,36;908,666632713;0;0;0;0;11;0;0;0;0;0;0;0;0;19;0;0;0;0;0
2596;40000;18485,1999998;11550,7994733;9964;624,150709644;0;0;0;0;18;0;0;0;0;0;0;0;0;45;0;0;0;0;0
2597;40000;25326,9860941;6609,83520744;8063,18;480,480540091;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2598;40000;32100,6995797;3529,64221742;4369,66;248,616139141;0;0;0;0;39;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2599;40000;38641,2319937;76,0078678682;1282,76;58,4423999429;0;0;0;0;2;0;0;0;0;0;0;0;0;33;0;0;0;0;0
2600;40000;13568,8668667;12258,8042954;14172,33;147,42385026;0;0;0;0;28;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2601;40000;29691,3454346;209,660743292;10098,99;383,604894569;0;0;0;0;19;0;0;0;0;0;0;0;0;9;0;0;0;0;0
2602;40000;748,368553754;9073,30852044;30178,32;20,3617072581;0;0;0;0;17;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2603;40000;1050,39668873;276,467745073;38673,14;284,038118677;0;0;0;0;34;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2604;40000;3805,22641426;1323,40297099;34871,37;88,3810729197;0;0;0;0;17;0;0;0;0;0;0;0;0;11;0;0;0;0;0
2605;40000;4972,70885889;122,199289556;34905,09;175,458760251;0;0;0;0;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2606;40000;4782,4895726;2028,81318204;33188,7;33,8425210367;0;0;0;0;24;0;0;0;0;0;0;0;0;6;0;0;0;0;0
2607;40000;4075,32321866;2076,40505061;33848,27;224,61951972;0;0;0;0;37;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2608;40000;6639,23261732;3326,0572728;30034,71;84,9630904955;0;0;0;0;19;0;0;0;0;0;0;0;0;21;0;0;0;0;0
2609;40000;10037,9573434;14475,811545;15486,23;706,051599694;0;0;0;0;17;0;0;0;0;0;0;0;0;29;0;0;0;0;0
2610;40000;10305,8543506;7020,89235686;22673,25;477,276455716;0;0;0;0;13;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2611;40000;7727,81039091;23053,3718889;9218,82;949,382724492;0;0;0;0;6;0;0;0;0;0;0;0;0;72;0;0;0;0;0
2612;40000;7281,42685663;24803,4143207;7915,16;839,654375862;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2613;40000;10209,8550447;14588,8585212;15201,29;1544,34672454;0;0;0;0;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0
2614;40000;4582,771654;10831,6539457;24585,57;960,592365449;0;0;0;0;4;0;0;0;0;0;0;0;0;9;0;0;0;0;0
2615;40000;10217,9323828;8796,13947209;20985,93;700,154120705;0;0;0;0;8;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2616;40000;8560,63952866;15666,155459;15773,21;500,46755377;0;0;0;0;5;0;0;0;0;0;0;0;0;28;0;0;0;0;0
2617;40000;18141,7149955;9079,02993399;12779,26;1224,08894336;0;0;0;0;3;0;0;0;0;0;0;0;0;16;0;0;0;0;0
2618;40000;18567,6157438;13579,8339262;7852,55;1041,31952478;0;0;0;0;4;0;0;0;0;0;0;0;0;10;0;0;0;0;0
2619;40000;20055,8037267;8914,67892125;11029,52;1210,4137871;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2620;40000;22019,9847962;9513,84303022;8466,17;769,996652316;0;0;0;0;3;0;0;0;0;0;0;0;0;10;0;0;0;0;0
2621;40000;35166,4296361;2450,49001162;2383,08;22,8657891535;0;0;0;0;8;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2622;40000;23014,4427829;812,492003954;16173,07;711,381047326;0;0;0;0;2;0;0;0;0;0;0;0;0;12;0;0;0;0;0
2623;40000;1018,85791862;938,801153122;38042,34;424,403254636;0;0;0;0;3;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2624;40000;3706,25249907;1690,70475246;34603,04;534,052732712;0;0;0;0;4;0;0;0;0;0;0;0;0;20;0;0;0;0;0
2625;40000;1426,27085579;6579,45141518;31994,28;392,097890478;0;0;0;0;23;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2626;40000;2745,8493707;16795,2368542;20458,91;131,189477915;0;0;0;0;33;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2627;40000;1440,21387256;2171,16482928;36388,62;114,507485101;0;0;0;0;18;0;0;0;0;0;0;0;0;2;0;0;0;0;0
